4,0
8,0
8,0
3,0
5,0
7,0
4,0
7,0
9,0
2,0
26,1
15,1
10,1
15,1
17,1
11,1
15,1
16,1
24,1
24,1
69,2
63,2
46,2
41,2
30,2
46,2
45,2
31,2
18,2
27,2
